match_id,date,bowler,wickets,runs_given,overs_bowled
1254059,10-04-2021,DJ Bravo,1,27,4
1254059,10-04-2021,DL Chahar,0,36,4
1254059,10-04-2021,MM Ali,0,32,3
1254059,10-04-2021,MP Stoinis,0,25,2
1254059,10-04-2021,R Ashwin,1,47,4
1254059,10-04-2021,RA Jadeja,0,16,2
1254059,10-04-2021,SM Curran,0,24,2
1254059,10-04-2021,SN Thakur,2,51,4
1254059,10-04-2021,TK Curran,1,39,4
1254060,11-04-2021,AD Russell,1,31,3
1254060,11-04-2021,B Kumar,1,44,4
1254060,11-04-2021,CV Varun,0,36,4
1254060,11-04-2021,Harbhajan Singh,0,8,1
1254060,11-04-2021,M Prasidh Krishna,2,31,4
1254060,11-04-2021,Mohammad Nabi,2,32,4
1254060,11-04-2021,PJ Cummins,1,30,4
1254060,11-04-2021,Rashid Khan,2,19,4
1254060,11-04-2021,Sandeep Sharma,0,35,3
1254060,11-04-2021,Shakib Al Hasan,1,34,4
1254060,11-04-2021,T Natarajan,1,36,4
1254060,11-04-2021,V Shankar,0,14,1
1254061,12-04-2021,Arshdeep Singh,3,35,4
1254061,12-04-2021,BA Stokes,0,12,1
1254061,12-04-2021,C Sakariya,3,30,4
1254061,12-04-2021,CH Morris,2,40,4
1254061,12-04-2021,JA Richardson,1,53,4
1254061,12-04-2021,M Ashwin,0,40,4
1254061,12-04-2021,Mohammed Shami,2,31,4
1254061,12-04-2021,Mustafizur Rahman,0,41,4
1254061,12-04-2021,R Parag,1,7,1
1254061,12-04-2021,R Tewatia,0,25,2
1254061,12-04-2021,RP Meredith,1,49,4
1254061,12-04-2021,S Dube,0,20,1
1254061,12-04-2021,S Gopal,0,40,3
1254062,13-04-2021,AD Russell,5,14,2
1254062,13-04-2021,CV Varun,1,26,4
1254062,13-04-2021,Harbhajan Singh,0,16,2
1254062,13-04-2021,JJ Bumrah,0,27,4
1254062,13-04-2021,KA Pollard,0,12,1
1254062,13-04-2021,KH Pandya,1,11,4
1254062,13-04-2021,M Jansen,0,17,2
1254062,13-04-2021,M Prasidh Krishna,1,42,4
1254062,13-04-2021,PJ Cummins,2,24,4
1254062,13-04-2021,RD Chahar,4,27,4
1254062,13-04-2021,RG Sharma,0,9,1
1254062,13-04-2021,Shakib Al Hasan,1,23,4
1254062,13-04-2021,TA Boult,2,27,4
1254063,14-04-2021,B Kumar,1,29,4
1254063,14-04-2021,DT Christian,0,7,1
1254063,14-04-2021,HV Patel,3,23,4
1254063,14-04-2021,JO Holder,3,26,4
1254063,14-04-2021,KA Jamieson,1,29,3
1254063,14-04-2021,Mohammed Siraj,2,24,4
1254063,14-04-2021,Rashid Khan,2,17,4
1254063,14-04-2021,S Nadeem,1,36,4
1254063,14-04-2021,Shahbaz Ahmed,3,7,2
1254063,14-04-2021,T Natarajan,1,31,4
1254063,14-04-2021,Washington Sundar,0,13,2
1254063,14-04-2021,YS Chahal,0,28,4
1254064,15-04-2021,Avesh Khan,3,32,4
1254064,15-04-2021,C Sakariya,0,33,4
1254064,15-04-2021,CH Morris,1,25,3
1254064,15-04-2021,CR Woakes,2,22,4
1254064,15-04-2021,JD Unadkat,3,15,4
1254064,15-04-2021,K Rabada,2,30,4
1254064,15-04-2021,MP Stoinis,0,15,1
1254064,15-04-2021,Mustafizur Rahman,3,27,4
1254064,15-04-2021,R Ashwin,0,14,3
1254064,15-04-2021,R Parag,1,15,2
1254064,15-04-2021,R Tewatia,0,27,3
1254064,15-04-2021,TK Curran,0,34,4
1254065,16-04-2021,Arshdeep Singh,1,7,2
1254065,16-04-2021,DJ Bravo,1,10,2
1254065,16-04-2021,DL Chahar,5,12,4
1254065,16-04-2021,JA Richardson,0,21,3
1254065,16-04-2021,M Ashwin,1,31,3
1254065,16-04-2021,MM Ali,1,17,3
1254065,16-04-2021,Mohammed Shami,2,21,4
1254065,16-04-2021,RA Jadeja,0,18,4
1254065,16-04-2021,RP Meredith,0,20,4
1254065,16-04-2021,SM Curran,1,11,3
1254065,16-04-2021,SN Thakur,0,34,4
1254066,17-04-2021,AF Milne,0,32,3
1254066,17-04-2021,Abhishek Sharma,0,5,1
1254066,17-04-2021,B Kumar,0,45,4
1254066,17-04-2021,JJ Bumrah,1,14,4
1254066,17-04-2021,KA Pollard,1,10,2
1254066,17-04-2021,KH Pandya,1,30,3
1254066,17-04-2021,KK Ahmed,1,22,4
1254066,17-04-2021,Mujeeb Ur Rahman,2,27,4
1254066,17-04-2021,RD Chahar,3,18,4
1254066,17-04-2021,Rashid Khan,0,21,4
1254066,17-04-2021,TA Boult,4,28,4
1254066,17-04-2021,V Shankar,2,19,3
1254067,18-04-2021,AD Russell,0,36,2
1254067,18-04-2021,CV Varun,2,38,4
1254067,18-04-2021,GJ Maxwell,0,24,2
1254067,18-04-2021,HV Patel,2,17,4
1254067,18-04-2021,Harbhajan Singh,0,36,4
1254067,18-04-2021,KA Jamieson,3,40,3
1254067,18-04-2021,M Prasidh Krishna,1,30,4
1254067,18-04-2021,Mohammed Siraj,0,16,3
1254067,18-04-2021,PJ Cummins,1,32,4
1254067,18-04-2021,Shakib Al Hasan,0,24,2
1254067,18-04-2021,Washington Sundar,1,31,4
1254067,18-04-2021,YS Chahal,2,34,4
1254068,18-04-2021,Arshdeep Singh,1,22,3
1254068,18-04-2021,Avesh Khan,1,33,4
1254068,18-04-2021,CR Woakes,1,41,4
1254068,18-04-2021,DJ Hooda,0,18,2
1254068,18-04-2021,JA Richardson,2,40,4
1254068,18-04-2021,Jalaj S Saxena,0,27,3
1254068,18-04-2021,K Rabada,1,43,4
1254068,18-04-2021,LI Meriwala,1,31,3
1254068,18-04-2021,Lalit Yadav,0,11,1
1254068,18-04-2021,Mohammed Shami,0,51,4
1254068,18-04-2021,R Ashwin,0,28,4
1254068,18-04-2021,RP Meredith,1,29,3
1254069,19-04-2021,C Sakariya,3,33,4
1254069,19-04-2021,CH Morris,2,31,4
1254069,19-04-2021,DJ Bravo,1,23,3
1254069,19-04-2021,DL Chahar,0,31,3
1254069,19-04-2021,JD Unadkat,0,40,4
1254069,19-04-2021,MM Ali,3,7,3
1254069,19-04-2021,Mustafizur Rahman,3,34,4
1254069,19-04-2021,R Parag,0,15,1
1254069,19-04-2021,R Tewatia,1,21,3
1254069,19-04-2021,RA Jadeja,2,27,4
1254069,19-04-2021,SM Curran,2,24,4
1254069,19-04-2021,SN Thakur,1,18,3
1254070,20-04-2021,A Mishra,4,24,4
1254070,20-04-2021,Avesh Khan,2,15,2
1254070,20-04-2021,J Yadav,1,25,4
1254070,20-04-2021,JJ Bumrah,1,27,4
1254070,20-04-2021,K Rabada,1,25,3
1254070,20-04-2021,KA Pollard,1,8,2
1254070,20-04-2021,KH Pandya,0,17,2
1254070,20-04-2021,Lalit Yadav,1,17,4
1254070,20-04-2021,MP Stoinis,1,20,3
1254070,20-04-2021,R Ashwin,0,31,4
1254070,20-04-2021,RD Chahar,1,28,4
1254070,20-04-2021,TA Boult,0,23,4
1254071,21-04-2021,Abhishek Sharma,2,23,4
1254071,21-04-2021,Arshdeep Singh,0,29,4
1254071,21-04-2021,B Kumar,1,16,3
1254071,21-04-2021,DJ Hooda,0,22,4
1254071,21-04-2021,FA Allen,1,21,4
1254071,21-04-2021,KK Ahmed,3,21,4
1254071,21-04-2021,M Ashwin,0,21,4
1254071,21-04-2021,MC Henriques,0,7,1
1254071,21-04-2021,Mohammed Shami,0,16,2
1254071,21-04-2021,Rashid Khan,1,17,4
1254071,21-04-2021,S Kaul,2,26,4
1254071,21-04-2021,V Shankar,1,6,1
1254072,21-04-2021,AD Russell,1,25,2
1254072,21-04-2021,CV Varun,1,27,4
1254072,21-04-2021,DL Chahar,4,29,4
1254072,21-04-2021,KL Nagarkoti,0,25,2
1254072,21-04-2021,L Ngidi,3,27,4
1254072,21-04-2021,M Prasidh Krishna,0,46,4
1254072,21-04-2021,PJ Cummins,0,51,4
1254072,21-04-2021,RA Jadeja,0,32,4
1254072,21-04-2021,SM Curran,2,57,4
1254072,21-04-2021,SN Thakur,1,43,4
1254072,21-04-2021,SP Narine,1,33,4
1254073,22-04-2021,C Sakariya,0,34,4
1254073,22-04-2021,CH Morris,0,38,3
1254073,22-04-2021,HV Patel,3,44,4
1254073,22-04-2021,KA Jamieson,1,26,4
1254073,22-04-2021,KW Richardson,1,28,3
1254073,22-04-2021,Mohammed Siraj,3,26,4
1254073,22-04-2021,Mustafizur Rahman,0,29,4
1254073,22-04-2021,R Parag,0,14,1
1254073,22-04-2021,R Tewatia,0,23,2
1254073,22-04-2021,S Gopal,0,35,3
1254073,22-04-2021,Washington Sundar,1,23,3
1254073,22-04-2021,YS Chahal,0,17,2
1254074,23-04-2021,Arshdeep Singh,1,26,3
1254074,23-04-2021,DJ Hooda,1,15,3
1254074,23-04-2021,FA Allen,0,30,3
1254074,23-04-2021,J Yadav,0,20,4
1254074,23-04-2021,JJ Bumrah,0,21,3
1254074,23-04-2021,KA Pollard,0,11,1
1254074,23-04-2021,KH Pandya,0,28,3
1254074,23-04-2021,MC Henriques,0,12,3
1254074,23-04-2021,Mohammed Shami,2,21,4
1254074,23-04-2021,RD Chahar,1,19,4
1254074,23-04-2021,Ravi Bishnoi,2,21,4
1254074,23-04-2021,TA Boult,0,29,3
1254075,24-04-2021,C Sakariya,1,26,4
1254075,24-04-2021,CH Morris,5,22,4
1254075,24-04-2021,CV Varun,2,32,4
1254075,24-04-2021,JD Unadkat,1,25,4
1254075,24-04-2021,M Prasidh Krishna,1,18,3
1254075,24-04-2021,Mustafizur Rahman,2,22,4
1254075,24-04-2021,PJ Cummins,0,35,4
1254075,24-04-2021,R Tewatia,0,24,3
1254075,24-04-2021,S Dube,0,5,1
1254075,24-04-2021,SP Narine,0,19,4
1254075,24-04-2021,Shivam Mavi,1,16,4
1254076,25-04-2021,DJ Bravo,1,19,2
1254076,25-04-2021,DL Chahar,0,23,2
1254076,25-04-2021,DT Christian,0,11,2
1254076,25-04-2021,HV Patel,3,49,4
1254076,25-04-2021,Imran Tahir,3,14,4
1254076,25-04-2021,KA Jamieson,0,30,3
1254076,25-04-2021,Mohammed Siraj,0,32,4
1254076,25-04-2021,Navdeep Saini,0,26,2
1254076,25-04-2021,RA Jadeja,3,13,4
1254076,25-04-2021,SM Curran,1,34,4
1254076,25-04-2021,SN Thakur,1,11,4
1254076,25-04-2021,Washington Sundar,0,13,2
1254076,25-04-2021,YS Chahal,1,24,3
1254077,25-04-2021,A Mishra,1,31,4
1254077,25-04-2021,AR Patel,2,32,5
1254077,25-04-2021,Abhishek Sharma,0,13,1
1254077,25-04-2021,Avesh Khan,3,31,4
1254077,25-04-2021,J Suchith,1,21,4
1254077,25-04-2021,K Rabada,0,24,3
1254077,25-04-2021,KK Ahmed,0,42,4
1254077,25-04-2021,MP Stoinis,0,12,1
1254077,25-04-2021,R Ashwin,1,26,4
1254077,25-04-2021,Rashid Khan,1,36,5
1254077,25-04-2021,S Kaul,2,31,4
1254077,25-04-2021,V Shankar,0,17,3
1254078,26-04-2021,AD Russell,0,2,1
1254078,26-04-2021,Arshdeep Singh,1,27,3
1254078,26-04-2021,CJ Jordan,0,24,3
1254078,26-04-2021,CV Varun,1,24,4
1254078,26-04-2021,DJ Hooda,1,20,2
1254078,26-04-2021,M Prasidh Krishna,3,28,4
1254078,26-04-2021,MC Henriques,1,5,1
1254078,26-04-2021,Mohammed Shami,1,24,4
1254078,26-04-2021,PJ Cummins,2,30,3
1254078,26-04-2021,Ravi Bishnoi,1,19,4
1254078,26-04-2021,SP Narine,2,22,4
1254078,26-04-2021,Shivam Mavi,1,12,4
1254079,27-04-2021,A Mishra,1,27,3
1254079,27-04-2021,AR Patel,1,33,4
1254079,27-04-2021,Avesh Khan,1,23,4
1254079,27-04-2021,DR Sams,0,15,2
1254079,27-04-2021,HV Patel,2,35,4
1254079,27-04-2021,I Sharma,1,26,4
1254079,27-04-2021,K Rabada,1,38,4
1254079,27-04-2021,KA Jamieson,1,32,4
1254079,27-04-2021,MP Stoinis,0,22,1
1254079,27-04-2021,Mohammed Siraj,1,44,4
1254079,27-04-2021,Washington Sundar,0,28,4
1254079,27-04-2021,YS Chahal,0,10,2
1254080,28-04-2021,DL Chahar,0,20,3
1254080,28-04-2021,J Suchith,0,45,3
1254080,28-04-2021,KK Ahmed,0,35,4
1254080,28-04-2021,L Ngidi,2,33,4
1254080,28-04-2021,MM Ali,0,16,2
1254080,28-04-2021,RA Jadeja,0,22,3
1254080,28-04-2021,Rashid Khan,3,35,4
1254080,28-04-2021,S Kaul,0,32,4
1254080,28-04-2021,SM Curran,1,29,4
1254080,28-04-2021,SN Thakur,0,43,4
1254080,28-04-2021,Sandeep Sharma,0,23,4
1254081,29-04-2021,C Sakariya,0,18,3
1254081,29-04-2021,CH Morris,2,33,4
1254081,29-04-2021,J Yadav,0,34,3
1254081,29-04-2021,JD Unadkat,0,33,4
1254081,29-04-2021,JJ Bumrah,1,15,4
1254081,29-04-2021,KH Pandya,0,12,1
1254081,29-04-2021,Mustafizur Rahman,1,37,4
1254081,29-04-2021,NM Coulter-Nile,0,34,4
1254081,29-04-2021,R Tewatia,0,29,3
1254081,29-04-2021,RD Chahar,2,33,4
1254081,29-04-2021,S Dube,0,5,1
1254081,29-04-2021,TA Boult,1,37,4
1254082,29-04-2021,AR Patel,2,32,4
1254082,29-04-2021,Avesh Khan,1,31,4
1254082,29-04-2021,CV Varun,0,32,4
1254082,29-04-2021,I Sharma,0,34,4
1254082,29-04-2021,K Rabada,0,30,4
1254082,29-04-2021,Lalit Yadav,2,13,3
1254082,29-04-2021,M Prasidh Krishna,0,35,4
1254082,29-04-2021,MP Stoinis,1,7,1
1254082,29-04-2021,PJ Cummins,3,24,4
1254082,29-04-2021,SP Narine,0,35,4
1254082,29-04-2021,Shivam Mavi,0,24,1
1254083,30-04-2021,CJ Jordan,1,30,4
1254083,30-04-2021,DJ Hooda,0,13,1
1254083,30-04-2021,DR Sams,1,22,4
1254083,30-04-2021,HV Patel,0,53,4
1254083,30-04-2021,Harpreet Brar,3,19,4
1254083,30-04-2021,KA Jamieson,2,31,3
1254083,30-04-2021,Mohammed Shami,1,28,4
1254083,30-04-2021,Mohammed Siraj,0,23,3
1254083,30-04-2021,RP Meredith,1,29,4
1254083,30-04-2021,Ravi Bishnoi,2,15,4
1254083,30-04-2021,Shahbaz Ahmed,1,11,2
1254083,30-04-2021,YS Chahal,1,34,4
1254084,01-05-2021,DL Chahar,0,35,4
1254084,01-05-2021,DS Kulkarni,0,46,4
1254084,01-05-2021,JDS Neesham,0,26,2
1254084,01-05-2021,JJ Bumrah,1,53,4
1254084,01-05-2021,KA Pollard,2,11,2
1254084,01-05-2021,L Ngidi,0,62,4
1254084,01-05-2021,MM Ali,1,1,1
1254084,01-05-2021,RA Jadeja,1,29,3
1254084,01-05-2021,RD Chahar,0,31,4
1254084,01-05-2021,SM Curran,3,33,4
1254084,01-05-2021,SN Thakur,1,51,4
1254084,01-05-2021,TA Boult,1,41,4
1254085,02-05-2021,B Kumar,0,36,4
1254085,02-05-2021,C Sakariya,0,37,4
1254085,02-05-2021,CH Morris,3,26,4
1254085,02-05-2021,KK Ahmed,0,41,4
1254085,02-05-2021,Kartik Tyagi,1,31,4
1254085,02-05-2021,Mohammad Nabi,0,21,1
1254085,02-05-2021,Mustafizur Rahman,3,18,4
1254085,02-05-2021,R Tewatia,1,45,4
1254085,02-05-2021,Rashid Khan,1,24,4
1254085,02-05-2021,Sandeep Sharma,1,47,4
1254085,02-05-2021,V Shankar,1,37,3
1254086,02-05-2021,AR Patel,2,21,4
1254086,02-05-2021,Avesh Khan,1,36,4
1254086,02-05-2021,CJ Jordan,1,21,2
1254086,02-05-2021,DJ Hooda,0,11,2
1254086,02-05-2021,Harpreet Brar,1,19,3
1254086,02-05-2021,I Sharma,0,37,4
1254086,02-05-2021,K Rabada,3,36,4
1254086,02-05-2021,Lalit Yadav,0,25,3
1254086,02-05-2021,MP Stoinis,0,6,1
1254086,02-05-2021,Mohammed Shami,0,37,3
1254086,02-05-2021,RP Meredith,1,32,4
1254086,02-05-2021,Ravi Bishnoi,0,42,4
1254087,20-09-2021,AD Russell,3,9,3
1254087,20-09-2021,CV Varun,4,13,4
1254087,20-09-2021,HV Patel,0,12,2
1254087,20-09-2021,KA Jamieson,0,23,2
1254087,20-09-2021,LH Ferguson,2,23,4
1254087,20-09-2021,M Prasidh Krishna,1,21,4
1254087,20-09-2021,Mohammed Siraj,0,11,2
1254087,20-09-2021,PWH de Silva,0,20,2
1254087,20-09-2021,SP Narine,0,20,4
1254087,20-09-2021,YS Chahal,1,23,2
1254088,08-10-2021,Abhishek Sharma,2,3,1
1254088,08-10-2021,JDS Neesham,2,28,3
1254088,08-10-2021,JJ Bumrah,2,32,4
1254088,08-10-2021,JO Holder,4,45,4
1254088,08-10-2021,KH Pandya,0,15,1
1254088,08-10-2021,Mohammad Nabi,0,33,3
1254088,08-10-2021,NM Coulter-Nile,2,40,4
1254088,08-10-2021,PP Chawla,1,38,4
1254088,08-10-2021,Rashid Khan,2,40,4
1254088,08-10-2021,S Kaul,0,56,4
1254088,08-10-2021,TA Boult,1,30,4
1254088,08-10-2021,Umran Malik,1,47,4
1254089,02-10-2021,Akash Singh,0,39,4
1254089,02-10-2021,C Sakariya,1,29,4
1254089,02-10-2021,GD Phillips,0,3,1
1254089,02-10-2021,JR Hazlewood,0,54,4
1254089,02-10-2021,KM Asif,1,17,3
1254089,02-10-2021,M Markande,0,26,3
1254089,02-10-2021,MM Ali,0,23,3
1254089,02-10-2021,Mustafizur Rahman,0,50,4
1254089,02-10-2021,R Tewatia,3,37,4
1254089,02-10-2021,RA Jadeja,0,9,1
1254089,02-10-2021,SM Curran,0,52,4
1254089,02-10-2021,SN Thakur,2,28,4
1254090,03-10-2021,AK Markram,0,5,1
1254090,03-10-2021,Arshdeep Singh,1,38,3
1254090,03-10-2021,DT Christian,0,11,1
1254090,03-10-2021,GHS Garton,1,24,4
1254090,03-10-2021,HV Patel,1,27,4
1254090,03-10-2021,Harpreet Brar,0,26,4
1254090,03-10-2021,MC Henriques,3,12,4
1254090,03-10-2021,Mohammed Shami,3,39,4
1254090,03-10-2021,Mohammed Siraj,0,32,4
1254090,03-10-2021,Ravi Bishnoi,0,34,4
1254090,03-10-2021,Shahbaz Ahmed,1,29,3
1254090,03-10-2021,YS Chahal,3,27,4
1254091,30-09-2021,Abhishek Sharma,0,9,2
1254091,30-09-2021,B Kumar,0,32,4
1254091,30-09-2021,DJ Bravo,2,14,4
1254091,30-09-2021,DL Chahar,0,32,4
1254091,30-09-2021,JO Holder,3,27,4
1254091,30-09-2021,JR Hazlewood,3,24,4
1254091,30-09-2021,MM Ali,0,5,1
1254091,30-09-2021,RA Jadeja,1,14,3
1254091,30-09-2021,Rashid Khan,1,26,4
1254091,30-09-2021,S Kaul,0,24,3
1254091,30-09-2021,SN Thakur,1,35,4
1254091,30-09-2021,Sandeep Sharma,0,18,3
1254092,28-09-2021,A Nortje,1,14,3
1254092,28-09-2021,AR Patel,0,13,3
1254092,28-09-2021,Avesh Khan,3,13,3
1254092,28-09-2021,CV Varun,0,23,4
1254092,28-09-2021,K Rabada,1,27,3
1254092,28-09-2021,LH Ferguson,2,10,2
1254092,28-09-2021,Lalit Yadav,1,35,3
1254092,28-09-2021,R Ashwin,1,23,4
1254092,28-09-2021,S Sandeep Warrier,0,15,2
1254092,28-09-2021,SP Narine,2,18,4
1254092,28-09-2021,TG Southee,3,28,4
1254092,28-09-2021,VR Iyer,2,27,4
1254093,05-10-2021,C Sakariya,1,34,3
1254093,05-10-2021,J Yadav,0,17,2
1254093,05-10-2021,JDS Neesham,3,12,4
1254093,05-10-2021,JJ Bumrah,2,13,4
1254093,05-10-2021,K Yadav,0,16,2
1254093,05-10-2021,KA Pollard,0,9,2
1254093,05-10-2021,Mustafizur Rahman,1,31,3
1254093,05-10-2021,NM Coulter-Nile,4,14,4
1254093,05-10-2021,S Gopal,0,9,1
1254093,05-10-2021,TA Boult,0,22,4
1254094,07-10-2021,Arshdeep Singh,2,34,4
1254094,07-10-2021,CJ Jordan,2,19,3
1254094,07-10-2021,DJ Bravo,0,30,2
1254094,07-10-2021,DL Chahar,1,45,4
1254094,07-10-2021,Harpreet Brar,0,19,4
1254094,07-10-2021,JR Hazlewood,0,22,3
1254094,07-10-2021,MC Henriques,0,8,1
1254094,07-10-2021,Mohammed Shami,1,21,4
1254094,07-10-2021,RA Jadeja,0,9,1
1254094,07-10-2021,Ravi Bishnoi,1,24,4
1254094,07-10-2021,SN Thakur,3,28,3
1254095,06-10-2021,B Kumar,1,25,4
1254095,06-10-2021,DT Christian,2,14,3
1254095,06-10-2021,GHS Garton,1,27,2
1254095,06-10-2021,HV Patel,3,32,4
1254095,06-10-2021,JO Holder,1,25,4
1254095,06-10-2021,Mohammed Siraj,0,16,3
1254095,06-10-2021,Rashid Khan,2,39,4
1254095,06-10-2021,S Kaul,1,24,4
1254095,06-10-2021,Shahbaz Ahmed,0,21,4
1254095,06-10-2021,Umran Malik,1,21,4
1254095,06-10-2021,YS Chahal,1,27,4
1254096,23-09-2021,AD Russell,0,36,3
1254096,23-09-2021,AF Milne,0,28,3
1254096,23-09-2021,CV Varun,0,21,4
1254096,23-09-2021,JJ Bumrah,3,38,4
1254096,23-09-2021,KH Pandya,0,25,3
1254096,23-09-2021,LH Ferguson,3,27,4
1254096,23-09-2021,M Prasidh Krishna,2,37,4
1254096,23-09-2021,N Rana,0,5,1
1254096,23-09-2021,RD Chahar,0,34,3
1254096,23-09-2021,RG Sharma,0,4,1
1254096,23-09-2021,SP Narine,1,20,4
1254096,23-09-2021,TA Boult,0,23,2
1254097,25-09-2021,A Nortje,2,18,4
1254097,25-09-2021,AR Patel,1,26,4
1254097,25-09-2021,Avesh Khan,1,28,4
1254097,25-09-2021,C Sakariya,2,32,4
1254097,25-09-2021,K Rabada,1,24,4
1254097,25-09-2021,Kartik Tyagi,1,35,4
1254097,25-09-2021,MK Lomror,0,5,1
1254097,25-09-2021,Mustafizur Rahman,2,22,4
1254097,25-09-2021,R Ashwin,1,19,4
1254097,25-09-2021,R Tewatia,1,17,3
1254097,25-09-2021,T Shamsi,0,34,4
1254098,26-09-2021,AD Russell,1,27,3
1254098,26-09-2021,CV Varun,2,22,4
1254098,26-09-2021,DL Chahar,1,31,4
1254098,26-09-2021,JR Hazlewood,2,38,4
1254098,26-09-2021,LH Ferguson,1,31,4
1254098,26-09-2021,M Prasidh Krishna,1,41,4
1254098,26-09-2021,RA Jadeja,1,21,4
1254098,26-09-2021,SM Curran,0,53,4
1254098,26-09-2021,SN Thakur,2,20,4
1254098,26-09-2021,SP Narine,3,41,4
1254098,26-09-2021,VR Iyer,0,5,1
1254099,28-09-2021,AK Markram,0,17,3
1254099,28-09-2021,Arshdeep Singh,0,28,4
1254099,28-09-2021,Harpreet Brar,0,11,1
1254099,28-09-2021,JJ Bumrah,2,24,4
1254099,28-09-2021,KA Pollard,2,7,1
1254099,28-09-2021,KH Pandya,1,23,4
1254099,28-09-2021,Mohammed Shami,1,42,4
1254099,28-09-2021,NM Coulter-Nile,0,19,4
1254099,28-09-2021,NT Ellis,1,12,3
1254099,28-09-2021,RD Chahar,1,27,4
1254099,28-09-2021,Ravi Bishnoi,2,25,4
1254099,28-09-2021,TA Boult,0,29,3
1254100,27-09-2021,Abhishek Sharma,0,8,1
1254100,27-09-2021,B Kumar,1,27,4
1254100,27-09-2021,C Sakariya,1,27,4
1254100,27-09-2021,CH Morris,0,27,3
1254100,27-09-2021,JD Unadkat,0,19,2
1254100,27-09-2021,JO Holder,0,26,4
1254100,27-09-2021,MK Lomror,1,22,3
1254100,27-09-2021,Mustafizur Rahman,1,25,4
1254100,27-09-2021,R Tewatia,0,30,3
1254100,27-09-2021,Rashid Khan,1,30,4
1254100,27-09-2021,S Kaul,2,36,4
1254100,27-09-2021,Sandeep Sharma,1,30,3
1254101,08-10-2021,A Nortje,2,23,4
1254101,08-10-2021,AR Patel,1,39,4
1254101,08-10-2021,Avesh Khan,0,29,4
1254101,08-10-2021,DT Christian,1,19,2
1254101,08-10-2021,GHS Garton,0,19,3
1254101,08-10-2021,GJ Maxwell,0,27,3
1254101,08-10-2021,HV Patel,1,31,4
1254101,08-10-2021,K Rabada,0,37,4
1254101,08-10-2021,Mohammed Siraj,2,25,4
1254101,08-10-2021,R Ashwin,0,11,1
1254101,08-10-2021,RV Patel,0,20,3
1254101,08-10-2021,YS Chahal,1,34,4
1254102,01-10-2021,Arshdeep Singh,3,30,4
1254102,01-10-2021,CV Varun,2,24,4
1254102,01-10-2021,FA Allen,0,38,4
1254102,01-10-2021,Mohammed Shami,2,22,4
1254102,01-10-2021,N Rana,0,7,1
1254102,01-10-2021,NT Ellis,0,45,4
1254102,01-10-2021,Ravi Bishnoi,2,22,4
1254102,01-10-2021,SP Narine,1,32,4
1254102,01-10-2021,Shivam Mavi,1,31,4
1254102,01-10-2021,TG Southee,0,39,4
1254102,01-10-2021,VR Iyer,1,29,3
1254103,29-09-2021,C Sakariya,0,17,3
1254103,29-09-2021,CH Morris,1,50,4
1254103,29-09-2021,DT Christian,1,21,2
1254103,29-09-2021,GHS Garton,1,29,3
1254103,29-09-2021,GJ Maxwell,0,17,2
1254103,29-09-2021,HV Patel,3,33,4
1254103,29-09-2021,Kartik Tyagi,0,19,2
1254103,29-09-2021,MK Lomror,0,12,2
1254103,29-09-2021,Mohammed Siraj,0,17,3
1254103,29-09-2021,Mustafizur Rahman,2,20,3
1254103,29-09-2021,R Parag,0,4,1
1254103,29-09-2021,R Tewatia,0,23,3
1254103,29-09-2021,Shahbaz Ahmed,2,10,2
1254103,29-09-2021,YS Chahal,2,18,4
1254104,19-09-2021,AF Milne,3,21,4
1254104,19-09-2021,DJ Bravo,3,23,4
1254104,19-09-2021,DL Chahar,2,19,4
1254104,19-09-2021,JJ Bumrah,2,31,4
1254104,19-09-2021,JR Hazlewood,1,34,4
1254104,19-09-2021,KA Pollard,0,14,2
1254104,19-09-2021,KH Pandya,0,22,2
1254104,19-09-2021,MM Ali,1,16,3
1254104,19-09-2021,RA Jadeja,0,13,1
1254104,19-09-2021,RD Chahar,0,22,4
1254104,19-09-2021,SN Thakur,1,27,4
1254104,19-09-2021,TA Boult,2,35,4
1254105,22-09-2021,A Nortje,2,12,4
1254105,22-09-2021,AR Patel,2,21,4
1254105,22-09-2021,Avesh Khan,2,24,4
1254105,22-09-2021,B Kumar,0,21,3
1254105,22-09-2021,JO Holder,0,32,4
1254105,22-09-2021,K Rabada,3,36,4
1254105,22-09-2021,KK Ahmed,1,31,4
1254105,22-09-2021,MP Stoinis,0,8,2
1254105,22-09-2021,R Ashwin,0,20,3
1254105,22-09-2021,Rashid Khan,1,25,4
1254105,22-09-2021,Sandeep Sharma,0,26,3
1254106,07-10-2021,C Sakariya,1,23,4
1254106,07-10-2021,CH Morris,1,23,4
1254106,07-10-2021,CV Varun,1,14,4
1254106,07-10-2021,GD Phillips,1,16,1
1254106,07-10-2021,JD Unadkat,0,34,4
1254106,07-10-2021,LH Ferguson,3,18,4
1254106,07-10-2021,Mustafizur Rahman,0,30,4
1254106,07-10-2021,R Tewatia,1,10,1
1254106,07-10-2021,S Dube,0,18,2
1254106,07-10-2021,SP Narine,1,30,4
1254106,07-10-2021,Shakib Al Hasan,1,1,1
1254106,07-10-2021,Shivam Mavi,4,21,4
1254107,25-09-2021,Abdul Samad,1,9,1
1254107,25-09-2021,Arshdeep Singh,2,22,4
1254107,25-09-2021,B Kumar,1,33,4
1254107,25-09-2021,Harpreet Brar,0,23,4
1254107,25-09-2021,JO Holder,3,18,4
1254107,25-09-2021,KK Ahmed,0,21,3
